Type,X,Y,OBJECTID,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg,STREET_TYPE,distance,duration,,,,,,,,
TAG,-93.297196,45.014996,4186,2019-02-13T00:00:00.000Z,1406 33RD AVE N,45.014996,-93.297196,4,Camden,Folwell,1,2,Westminster,RES,4985.3,487.1,,,,,,,,
TAG,-93.324283,44.916237,4187,2019-02-13T00:00:00.000Z,3504 48TH ST W,44.916237,-93.324283,13,Southwest,Fulton,5,2,Westminster,RES,10033.3,935.4,,,,,,,,
TAG,-93.242234,45.011428,4188,2019-02-13T00:00:00.000Z,2318 FILLMORE ST NE,45.011428,-93.242234,1,Northeast,Windom Park,2,2,Westminster,RES,7226.7,728.5,,,,,,,,
TAG,-93.32453,44.91617,4189,2019-02-13T00:00:00.000Z,3506 48TH ST W,44.91617,-93.32453,13,Southwest,Fulton,5,2,Westminster,RES,10162.0,939.8,,,,,,,,
TAG,-93.224306,44.899045,4190,2019-02-13T00:00:00.000Z,5738 33RD AVE S,44.899045,-93.224306,11,Nokomis,Wenonah,6,2,Westminster,RES,12733.6,1137.8,,,,,,,,
TAG,-93.257962,44.963961,4191,2019-02-13T00:00:00.000Z,1104 19TH ST E,44.963961,-93.257962,6,Phillips,Ventura Village,3,2,Westminster,LOCAL,4027.0,468.3,,,,,,,,
TAG,-93.301898,45.02009,4192,2019-02-13T00:00:00.000Z,3554 KNOX AVE N,45.02009,-93.301898,4,Camden,Folwell,1,2,Westminster,RES,5923.4,559.5,,,,,,,,
TAG,-93.257605,44.96389,4193,2019-02-13T00:00:00.000Z,1102 19TH ST E,44.96389,-93.257605,6,Phillips,Ventura Village,3,2,Westminster,LOCAL,4055.1,475.1,,,,,,,,
TAG,-93.284238,44.958992,4194,2019-02-13T00:00:00.000Z,2400 GRAND AVE S,44.958992,-93.284238,10,Powderhorn,Whittier,3,2,Westminster,RES,3705.3,429.3,,,,,,,,
TAG,-93.242242,45.011825,4195,2019-02-13T00:00:00.000Z,2332 FILLMORE ST NE,45.011825,-93.242242,1,Northeast,Windom Park,2,2,Westminster,RES,7348.2,736.2,,,,,,,,
TAG,-93.32464,44.916205,4196,2019-02-13T00:00:00.000Z,3510 48TH ST W,44.916205,-93.32464,13,Southwest,Fulton,5,2,Westminster,RES,10157.4,938.0,,,,,,,,
TAG,-93.22032,44.985381,4197,2019-02-13T00:00:00.000Z,852 23RD AVE SE,44.985381,-93.22032,2,University,Como,4,2,Westminster,RES,7114.3,795.0,,,,,,,,
TAG,-93.256265,44.954349,4198,2019-02-13T00:00:00.000Z,2636 13TH AVE S,44.954349,-93.256265,9,Phillips,Midtown Phillips,3,2,Westminster,RES,5236.4,565.4,,,,,,,,
TAG,-93.24816,45.008894,4199,2019-02-13T00:00:00.000Z,918 20TH AVE NE,45.008894,-93.24816,1,Northeast,Holland,2,2,Westminster,RES,6483.7,665.8,,,,,,,,
TAG,-93.258848,44.96396,4200,2019-02-13T00:00:00.000Z,1024 19TH ST E,44.96396,-93.258848,6,Phillips,Ventura Village,3,2,Westminster,RES,4060.6,476.4,,,,,,,,
TAG,-93.325024,44.916047,4201,2019-02-13T00:00:00.000Z,3512 48TH ST W,44.916047,-93.325024,13,Southwest,Fulton,5,2,Westminster,RES,10123.3,930.5,,,,,,,,
TAG,-93.258113,44.963911,4202,2019-02-13T00:00:00.000Z,1026 19TH ST E,44.963911,-93.258113,6,Phillips,Ventura Village,3,2,Westminster,LOCAL,4015.2,465.5,,,,,,,,
TAG,-93.324973,44.916108,4203,2019-02-13T00:00:00.000Z,3514 48TH ST W,44.916108,-93.324973,13,Southwest,Fulton,5,2,Westminster,RES,10127.2,931.4,,,,,,,,
TAG,-93.254072,44.957398,4204,2019-02-13T00:00:00.000Z,1420 25TH ST E,44.957398,-93.254072,9,Phillips,Midtown Phillips,3,2,Westminster,RES,5133.7,573.8,,,,,,,,
TAG,-93.282246,44.912392,4205,2019-02-13T00:00:00.000Z,5004 WENTWORTH AVE S,44.912392,-93.282246,11,Southwest,Tangletown,5,2,Westminster,RES,9082.3,816.0,,,,,,,,
TAG,-93.307437,45.015077,4206,2019-02-13T00:00:00.000Z,2212 33RD AVE N,45.015077,-93.307437,4,Camden,Folwell,1,2,Westminster,RES,5609.2,530.2,,,,,,,,
TAG,-93.301925,45.02146,4207,2019-02-13T00:00:00.000Z,3636 KNOX AVE N,45.02146,-93.301925,4,Camden,Folwell,1,2,Westminster,RES,7294.1,569.9,,,,,,,,
TAG,-93.293157,44.958801,4208,2019-02-13T00:00:00.000Z,2408 DUPONT AVE S,44.958801,-93.293157,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,3273.7,344.7,,,,,,,,
TAG,-93.259786,44.963947,4209,2019-02-13T00:00:00.000Z,928 19TH ST E,44.963947,-93.259786,6,Phillips,Ventura Village,3,2,Westminster,RES,4179.4,481.5,,,,,,,,
TAG,-93.3031,44.990533,4210,2019-02-13T00:00:00.000Z,1228 LOGAN AVE N,44.990533,-93.3031,5,Near North,Near - North,1,2,Westminster,RES,2943.3,329.6,,,,,,,,
TAG,-93.325025,44.916109,4211,2019-02-13T00:00:00.000Z,3522 48TH ST W,44.916109,-93.325025,13,Southwest,Fulton,5,2,Westminster,RES,10123.2,930.4,,,,,,,,
TAG,-93.284242,44.958219,4212,2019-02-13T00:00:00.000Z,2424 GRAND AVE S,44.958219,-93.284242,10,Powderhorn,Whittier,3,2,Westminster,RES,3619.3,419.0,,,,,,,,
TAG,-93.22433,44.898908,4213,2019-02-13T00:00:00.000Z,5746 33RD AVE S,44.898908,-93.22433,11,Nokomis,Wenonah,6,2,Westminster,RES,12718.4,1136.0,,,,,,,,
TAG,-93.260088,44.963976,4214,2019-02-13T00:00:00.000Z,924 19TH ST E,44.963976,-93.260088,6,Phillips,Ventura Village,3,2,Westminster,RES,3864.5,482.3,,,,,,,,
TAG,-93.284261,44.957918,4215,2019-02-13T00:00:00.000Z,2436 GRAND AVE S,44.957918,-93.284261,10,Powderhorn,Whittier,3,2,Westminster,RES,3585.9,415.0,,,,,,,,
TAG,-93.282363,44.912378,4216,2019-02-13T00:00:00.000Z,5004 WENTWORTH AVE S,44.912378,-93.282363,11,Southwest,Tangletown,5,2,Westminster,RES,9083.4,816.3,,,,,,,,
TAG,-93.282289,44.912376,4217,2019-02-13T00:00:00.000Z,5000 WENTWORTH AVE S,44.912376,-93.282289,11,Southwest,Tangletown,5,2,Westminster,RES,9083.9,816.4,,,,,,,,
TAG,-93.219056,44.985314,4218,2019-02-13T00:00:00.000Z,856 24TH AVE SE,44.985314,-93.219056,2,University,Como,4,2,Westminster,RES,7168.4,812.2,,,,,,,,
TAG,-93.225736,44.938935,4219,2019-02-13T00:00:00.000Z,3520 32ND AVE S,44.938935,-93.225736,12,Longfellow,Howe,6,2,Westminster,RES,8236.4,761.9,,,,,,,,
TAG,-93.293059,44.958409,4220,2019-02-13T00:00:00.000Z,2412 DUPONT AVE S,44.958409,-93.293059,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,3317.3,348.2,,,,,,,,
TAG,-93.325161,44.916153,4221,2019-02-13T00:00:00.000Z,3524 48TH ST W,44.916153,-93.325161,13,Southwest,Fulton,5,2,Westminster,RES,10112.6,927.9,,,,,,,,
TAG,-93.248699,44.95836,4222,2019-02-13T00:00:00.000Z,2414 18TH AVE S,44.95836,-93.248699,9,Phillips,East Phillips,3,2,Westminster,RES,5620.7,631.7,,,,,,,,
TAG,-93.260771,44.963952,4223,2019-02-13T00:00:00.000Z,902 19TH ST E,44.963952,-93.260771,6,Phillips,Ventura Village,3,2,Westminster,RES,3810.7,469.4,,,,,,,,
TAG,-93.303234,44.990958,4224,2019-02-13T00:00:00.000Z,1230 LOGAN AVE N,44.990958,-93.303234,5,Near North,Near - North,1,2,Westminster,RES,2896.3,321.1,,,,,,,,
TAG,-93.32508,44.916118,4225,2019-02-13T00:00:00.000Z,3526 48TH ST W,44.916118,-93.32508,13,Southwest,Fulton,5,2,Westminster,RES,10118.9,929.4,,,,,,,,
TAG,-93.260223,44.963953,4226,2019-02-13T00:00:00.000Z,904 19TH ST E,44.963953,-93.260223,6,Phillips,Ventura Village,3,2,Westminster,RES,3853.9,479.7,,,,,,,,
TAG,-93.284265,44.957164,4227,2019-02-13T00:00:00.000Z,2506 GRAND AVE S,44.957164,-93.284265,10,Powderhorn,Whittier,3,2,Westminster,RES,3900.8,416.9,,,,,,,,
TAG,-93.307612,45.015064,4228,2019-02-13T00:00:00.000Z,2216 33RD AVE N,45.015064,-93.307612,4,Camden,Folwell,1,2,Westminster,RES,5524.2,532.9,,,,,,,,
TAG,-93.262876,45.004034,4229,2019-02-13T00:00:00.000Z,332 16TH AVE NE,45.004034,-93.262876,3,Northeast,Sheridan,2,2,Westminster,RES,4767.4,501.4,,,,,,,,
TAG,-93.283982,44.914006,4230,2019-02-13T00:00:00.000Z,4900 PLEASANT AVE,44.914006,-93.283982,11,Southwest,Tangletown,5,2,Westminster,RES,8740.0,788.8,,,,,,,,
TAG,-93.293207,44.958408,4231,2019-02-13T00:00:00.000Z,2416 DUPONT AVE S,44.958408,-93.293207,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,3317.5,348.2,,,,,,,,
TAG,-93.307703,45.015063,4232,2019-02-13T00:00:00.000Z,2218 33RD AVE N,45.015063,-93.307703,4,Camden,Folwell,1,2,Westminster,RES,5516.0,531.5,,,,,,,,
TAG,-93.256309,44.954674,4233,2019-02-13T00:00:00.000Z,2626 13TH AVE S,44.954674,-93.256309,9,Phillips,Midtown Phillips,3,2,Westminster,RES,5200.3,562.5,,,,,,,,
TAG,-93.283899,44.914045,4234,2019-02-13T00:00:00.000Z,4902 PLEASANT AVE,44.914045,-93.283899,11,Southwest,Tangletown,5,2,Westminster,RES,8735.6,787.8,,,,,,,,
TAG,-93.261472,44.96353,4235,2019-02-13T00:00:00.000Z,814 19TH ST E,44.96353,-93.261472,6,Phillips,Ventura Village,3,2,Westminster,RES,3776.2,458.4,,,,,,,,
TAG,-93.283964,44.913989,4236,2019-02-13T00:00:00.000Z,4904 PLEASANT AVE,44.913989,-93.283964,11,Southwest,Tangletown,5,2,Westminster,RES,8741.9,789.3,,,,,,,,
TAG,-93.303226,44.993507,4237,2019-02-13T00:00:00.000Z,1422 LOGAN AVE N,44.993507,-93.303226,5,Near North,Willard - Hay,1,2,Westminster,RES,3318.0,367.5,,,,,,,,
TAG,-93.256276,44.954739,4238,2019-02-13T00:00:00.000Z,2624 13TH AVE S,44.954739,-93.256276,9,Phillips,Midtown Phillips,3,2,Westminster,RES,5193.1,561.9,,,,,,,,
TAG,-93.283963,44.914,4239,2019-02-13T00:00:00.000Z,4906 PLEASANT AVE,44.914,-93.283963,11,Southwest,Tangletown,5,2,Westminster,RES,8740.6,789.0,,,,,,,,
TAG,-93.284289,44.956842,4240,2019-02-13T00:00:00.000Z,2516 GRAND AVE S,44.956842,-93.284289,10,Powderhorn,Whittier,3,2,Westminster,RES,3865.0,412.6,,,,,,,,
TAG,-93.248646,44.958373,4241,2019-02-13T00:00:00.000Z,2412 18TH AVE S,44.958373,-93.248646,9,Phillips,East Phillips,3,2,Westminster,RES,5622.2,631.9,,,,,,,,
TAG,-93.256316,44.954958,4242,2019-02-13T00:00:00.000Z,2618 13TH AVE S,44.954958,-93.256316,9,Phillips,Midtown Phillips,3,2,Westminster,RES,5168.7,559.9,,,,,,,,
TAG,-93.283878,44.913935,4243,2019-02-13T00:00:00.000Z,4910 PLEASANT AVE,44.913935,-93.283878,11,Southwest,Tangletown,5,2,Westminster,RES,8747.8,790.7,,,,,,,,
TAG,-93.284162,44.913753,4244,2019-02-13T00:00:00.000Z,4908 PLEASANT AVE,44.913753,-93.284162,11,Southwest,Tangletown,5,2,Westminster,RES,8745.8,793.9,,,,,,,,
TAG,-93.256304,44.954785,4245,2019-02-13T00:00:00.000Z,2624 13TH AVE S,44.954785,-93.256304,9,Phillips,Midtown Phillips,3,2,Westminster,RES,5188.0,561.5,,,,,,,,
TAG,-93.293197,44.958154,4246,2019-02-13T00:00:00.000Z,2508 DUPONT AVE S,44.958154,-93.293197,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,3345.7,350.4,,,,,,,,
TAG,-93.239731,45.005384,4247,2019-02-13T00:00:00.000Z,1706 BUCHANAN ST NE,45.005384,-93.239731,1,Northeast,Northeast Park,2,2,Westminster,RES,6883.5,689.7,,,,,,,,
TAG,-93.307841,45.015088,4248,2019-02-13T00:00:00.000Z,2220 33RD AVE N,45.015088,-93.307841,4,Camden,Folwell,1,2,Westminster,RES,5505.2,529.5,,,,,,,,
TAG,-93.217288,44.985017,4249,2019-02-13T00:00:00.000Z,2508 COLE AVE SE,44.985017,-93.217288,2,University,Como,4,2,Westminster,RES,7266.2,837.9,,,,,,,,
TAG,-93.256296,44.955026,4250,2019-02-13T00:00:00.000Z,2610 13TH AVE S,44.955026,-93.256296,9,Phillips,Midtown Phillips,3,2,Westminster,RES,5161.2,559.3,,,,,,,,
TAG,-93.248625,44.958307,4251,2019-02-13T00:00:00.000Z,2418 18TH AVE S,44.958307,-93.248625,9,Phillips,East Phillips,3,2,Westminster,RES,5614.9,631.0,,,,,,,,
TAG,-93.283901,44.913521,4252,2019-02-13T00:00:00.000Z,4914 PLEASANT AVE,44.913521,-93.283901,11,Southwest,Tangletown,5,2,Westminster,RES,8793.9,801.8,,,,,,,,
TAG,-93.307975,45.01507,4253,2019-02-13T00:00:00.000Z,2222 33RD AVE N,45.01507,-93.307975,4,Camden,Folwell,1,2,Westminster,RES,5494.6,527.6,,,,,,,,
TAG,-93.284276,44.956671,4254,2019-02-13T00:00:00.000Z,2520 GRAND AVE S,44.956671,-93.284276,10,Powderhorn,Whittier,3,2,Westminster,RES,3846.0,410.3,,,,,,,,
TAG,-93.293217,44.9569,4255,2019-02-13T00:00:00.000Z,2512 DUPONT AVE S,44.9569,-93.293217,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,3485.2,361.6,,,,,,,,
TAG,-93.303208,44.993817,4256,2019-02-13T00:00:00.000Z,1426 LOGAN AVE N,44.993817,-93.303208,5,Near North,Willard - Hay,1,2,Westminster,RES,3283.5,361.3,,,,,,,,
TAG,-93.284058,44.913584,4257,2019-02-13T00:00:00.000Z,4916 PLEASANT AVE,44.913584,-93.284058,11,Southwest,Tangletown,5,2,Westminster,RES,8754.0,795.4,,,,,,,,
TAG,-93.306104,44.891512,4258,2019-02-13T00:00:00.000Z,5148 MORGAN CT,44.891512,-93.306104,13,Southwest,Armatage,5,2,Westminster,RES,12097.1,1101.2,,,,,,,,
TAG,-93.218621,44.98581,4259,2019-02-13T00:00:00.000Z,2408 COLE AVE SE,44.98581,-93.218621,2,University,Como,4,2,Westminster,RES,7129.2,813.3,,,,,,,,
TAG,-93.25629,44.955118,4260,2019-02-13T00:00:00.000Z,2608 13TH AVE S,44.955118,-93.25629,9,Phillips,Midtown Phillips,3,2,Westminster,RES,5150.9,558.5,,,,,,,,
TAG,-93.248519,44.958112,4261,2019-02-13T00:00:00.000Z,2424 18TH AVE S,44.958112,-93.248519,9,Phillips,East Phillips,3,2,Westminster,RES,5593.3,628.4,,,,,,,,
TAG,-93.283865,44.9135,4262,2019-02-13T00:00:00.000Z,4918 PLEASANT AVE,44.9135,-93.283865,11,Southwest,Tangletown,5,2,Westminster,RES,8796.2,802.3,,,,,,,,
TAG,-93.250435,44.957376,4263,2019-02-13T00:00:00.000Z,1622 25TH ST E,44.957376,-93.250435,9,Phillips,East Phillips,3,2,Westminster,RES,5449.4,604.3,,,,,,,,
TAG,-93.322496,44.917923,4264,2019-02-13T00:00:00.000Z,3330 47TH ST W,44.917923,-93.322496,13,Southwest,Linden Hills,5,2,Westminster,RES,9720.9,893.0,,,,,,,,
TAG,-93.256294,44.95524,4265,2019-02-13T00:00:00.000Z,2606 13TH AVE S,44.95524,-93.256294,9,Phillips,Midtown Phillips,3,2,Westminster,RES,5137.4,557.4,,,,,,,,
TAG,-93.279341,44.909653,4266,2019-02-13T00:00:00.000Z,5134 BELMONT AVE,44.909653,-93.279341,11,Southwest,Tangletown,5,2,Westminster,RES,9955.5,895.8,,,,,,,,
TAG,-93.283856,44.913478,4267,2019-02-13T00:00:00.000Z,4920 PLEASANT AVE,44.913478,-93.283856,11,Southwest,Tangletown,5,2,Westminster,RES,8798.7,802.9,,,,,,,,
TAG,-93.322363,44.91792,4268,2019-02-13T00:00:00.000Z,3328 47TH ST W,44.91792,-93.322363,13,Southwest,Linden Hills,5,2,Westminster,RES,9731.3,895.5,,,,,,,,
TAG,-93.248624,44.95775,4269,2019-02-13T00:00:00.000Z,2428 18TH AVE S,44.95775,-93.248624,9,Phillips,East Phillips,3,2,Westminster,RES,5553.0,623.6,,,,,,,,
TAG,-93.239731,45.010526,4270,2019-02-13T00:00:00.000Z,2222 BUCHANAN ST NE,45.010526,-93.239731,1,Northeast,Windom Park,2,2,Westminster,RES,7325.4,725.1,,,,,,,,
TAG,-93.303284,45.023386,4271,2019-02-13T00:00:00.000Z,3736 LOGAN AVE N,45.023386,-93.303284,4,Camden,Folwell,1,2,Westminster,RES,7182.6,562.0,,,,,,,,
TAG,-93.219761,44.986506,4272,2019-02-13T00:00:00.000Z,2310 COLE AVE SE,44.986506,-93.219761,2,University,Como,4,2,Westminster,RES,7010.8,792.0,,,,,,,,
TAG,-93.29312,44.955789,4273,2019-02-13T00:00:00.000Z,2556 DUPONT AVE S,44.955789,-93.29312,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,3608.6,371.5,,,,,,,,
TAG,-93.293145,44.955723,4274,2019-02-13T00:00:00.000Z,2558 DUPONT AVE S,44.955723,-93.293145,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,3616.0,372.0,,,,,,,,
TAG,-93.321832,44.917892,4275,2019-02-13T00:00:00.000Z,3324 47TH ST W,44.917892,-93.321832,13,Southwest,Fulton,5,2,Westminster,RES,9634.2,887.4,,,,,,,,
TAG,-93.253987,45.032596,4276,2019-02-13T00:00:00.000Z,3543 VALLEY ST NE,45.032596,-93.253987,1,Northeast,Columbia Park,2,2,Westminster,RES,8614.5,846.9,,,,,,,,
TAG,-93.251611,44.957303,4277,2019-02-13T00:00:00.000Z,1538 25TH ST E,44.957303,-93.251611,9,Phillips,East Phillips,3,2,Westminster,RES,5270.6,585.0,,,,,,,,
TAG,-93.27889,44.908338,4278,2019-02-13T00:00:00.000Z,5208 BELMONT AVE,44.908338,-93.27889,11,Southwest,Tangletown,5,2,Westminster,RES,9901.3,888.9,,,,,,,,
TAG,-93.321991,44.917932,4279,2019-02-13T00:00:00.000Z,3326 47TH ST W,44.917932,-93.321991,13,Southwest,Linden Hills,5,2,Westminster,RES,9646.7,890.4,,,,,,,,
TAG,-93.301811,44.990389,4280,2019-02-13T00:00:00.000Z,1218 KNOX AVE N,44.990389,-93.301811,5,Near North,Near - North,1,2,Westminster,RES,2430.7,339.5,,,,,,,,
TAG,-93.261545,45.003228,4281,2019-02-13T00:00:00.000Z,414 15TH AVE NE,45.003228,-93.261545,3,Northeast,Sheridan,2,2,Westminster,MSA,4796.1,517.2,,,,,,,,
TAG,-93.226836,44.937781,4282,2019-02-13T00:00:00.000Z,3028 36TH ST E,44.937781,-93.226836,12,Longfellow,Howe,6,2,Westminster,RES,8246.0,762.2,,,,,,,,
TAG,-93.239705,45.01207,4283,2019-02-13T00:00:00.000Z,2320 BUCHANAN ST NE,45.01207,-93.239705,1,Northeast,Windom Park,2,2,Westminster,RES,7697.5,735.8,,,,,,,,
TAG,-93.293056,44.954905,4284,2019-02-13T00:00:00.000Z,2616 DUPONT AVE S,44.954905,-93.293056,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,3706.9,379.3,,,,,,,,
TAG,-93.303225,45.022689,4285,2019-02-13T00:00:00.000Z,3710 LOGAN AVE N,45.022689,-93.303225,4,Camden,Folwell,1,2,Westminster,RES,7260.1,568.2,,,,,,,,
TAG,-93.322095,44.917883,4286,2019-02-13T00:00:00.000Z,3322 47TH ST W,44.917883,-93.322095,13,Southwest,Fulton,5,2,Westminster,RES,9654.9,892.3,,,,,,,,
TAG,-93.303216,45.022619,4287,2019-02-13T00:00:00.000Z,3710 LOGAN AVE N,45.022619,-93.303216,4,Camden,Folwell,1,2,Westminster,RES,7267.9,568.9,,,,,,,,
TAG,-93.226998,44.937785,4288,2019-02-13T00:00:00.000Z,3026 36TH ST E,44.937785,-93.226998,12,Longfellow,Howe,6,2,Westminster,RES,8258.8,764.5,,,,,,,,
TAG,-93.321661,44.917898,4289,2019-02-13T00:00:00.000Z,3312 47TH ST W,44.917898,-93.321661,13,Southwest,Fulton,5,2,Westminster,RES,9620.8,884.1,,,,,,,,
TAG,-93.306158,44.902808,4290,2019-02-13T00:00:00.000Z,5512 NEWTON AVE S,44.902808,-93.306158,13,Southwest,Armatage,5,2,Westminster,RES,10734.7,970.1,,,,,,,,
TAG,-93.256207,44.957761,4291,2019-02-13T00:00:00.000Z,2436 13TH ST S,44.957761,-93.256207,9,Phillips,Midtown Phillips,3,2,Westminster,RES,4860.0,537.3,,,,,,,,
TAG,-93.28431,44.951747,4292,2019-02-13T00:00:00.000Z,2804 GRAND AVE S,44.951747,-93.28431,10,Powderhorn,Whittier,3,2,Westminster,RES,4449.1,518.4,,,,,,,,
TAG,-93.28385,44.913468,4293,2019-02-13T00:00:00.000Z,4922 PLEASANT AVE,44.913468,-93.28385,11,Southwest,Tangletown,5,2,Westminster,RES,8799.8,803.2,,,,,,,,
TAG,-93.321526,44.917945,4294,2019-02-13T00:00:00.000Z,3310 47TH ST W,44.917945,-93.321526,13,Southwest,Linden Hills,5,2,Westminster,RES,9610.2,881.6,,,,,,,,
TAG,-93.248362,44.956914,4295,2019-02-13T00:00:00.000Z,2510 18TH AVE S,44.956914,-93.248362,9,Phillips,East Phillips,3,2,Westminster,RES,5856.6,621.1,,,,,,,,
TAG,-93.303243,45.02253,4296,2019-02-13T00:00:00.000Z,3706 LOGAN AVE N,45.02253,-93.303243,4,Camden,Folwell,1,2,Westminster,RES,7277.8,569.6,,,,,,,,
TAG,-93.289855,44.980134,4297,2019-02-13T00:00:00.000Z,308 BRYANT AVE N,44.980134,-93.289855,5,Near North,Sumner - Glenwood,3,2,Westminster,PRIVAT,484.8,97.9,,,,,,,,
TAG,-93.284319,44.951122,4298,2019-02-13T00:00:00.000Z,2826 GRAND AVE S,44.951122,-93.284319,10,Powderhorn,Whittier,3,2,Westminster,RES,5166.5,517.3,,,,,,,,
TAG,-93.28403,44.913385,4299,2019-02-13T00:00:00.000Z,4924 PLEASANT AVE,44.913385,-93.28403,11,Southwest,Tangletown,5,2,Westminster,RES,8841.1,813.1,,,,,,,,
TAG,-93.293264,44.952587,4300,2019-02-13T00:00:00.000Z,2732 DUPONT AVE S,44.952587,-93.293264,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,3964.7,399.9,,,,,,,,
TAG,-93.284243,44.913366,4301,2019-02-13T00:00:00.000Z,4924 PLEASANT AVE,44.913366,-93.284243,11,Southwest,Tangletown,5,2,Westminster,RES,8857.9,817.1,,,,,,,,
TAG,-93.238526,45.010325,4302,2019-02-13T00:00:00.000Z,2216 LINCOLN ST NE,45.010325,-93.238526,1,Northeast,Windom Park,2,2,Westminster,RES,7402.0,732.2,,,,,,,,
TAG,-93.220236,44.901527,4303,2019-02-13T00:00:00.000Z,5604 36TH AVE S,44.901527,-93.220236,12,Nokomis,Morris Park,6,2,Westminster,RES,12357.9,1115.6,,,,,,,,
TAG,-93.321456,44.917942,4304,2019-02-13T00:00:00.000Z,3300 47TH ST W,44.917942,-93.321456,13,Southwest,Linden Hills,5,2,Westminster,RES,9602.0,879.9,,,,,,,,
TAG,-93.293212,44.952505,4305,2019-02-13T00:00:00.000Z,2738 DUPONT AVE S,44.952505,-93.293212,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,3973.8,400.7,,,,,,,,
TAG,-93.301698,45.016797,4306,2019-02-13T00:00:00.000Z,1718 34TH AVE N,45.016797,-93.301698,4,Camden,Folwell,1,2,Westminster,RES,5575.2,533.4,,,,,,,,
TAG,-93.321487,44.917922,4307,2019-02-13T00:00:00.000Z,3308 47TH ST W,44.917922,-93.321487,13,Southwest,Linden Hills,5,2,Westminster,RES,9607.3,880.9,,,,,,,,
TAG,-93.301392,44.986123,4308,2019-02-13T00:00:00.000Z,722 ELWOOD AVE N,44.986123,-93.301392,5,Near North,Near - North,1,2,Westminster,RES,1966.7,254.3,,,,,,,,
TAG,-93.290866,44.982912,4309,2019-02-13T00:00:00.000Z,500 BRYANT AVE N,44.982912,-93.290866,5,Near North,Sumner - Glenwood,3,2,Westminster,RES,695.1,140.3,,,,,,,,
TAG,-93.248739,44.956666,4310,2019-02-13T00:00:00.000Z,2512 18TH AVE S,44.956666,-93.248739,9,Phillips,East Phillips,3,2,Westminster,RES,5828.8,617.7,,,,,,,,
TAG,-93.303171,45.017641,4311,2019-02-13T00:00:00.000Z,3424 LOGAN AVE N,45.017641,-93.303171,4,Camden,Folwell,1,2,Westminster,RES,5749.8,545.6,,,,,,,,
TAG,-93.257408,45.031492,4312,2019-02-13T00:00:00.000Z,3500 SPAIN PL,45.031492,-93.257408,1,Northeast,Columbia Park,2,2,Westminster,RES,8301.1,829.6,,,,,,,,
TAG,-93.306164,44.893063,4313,2019-02-13T00:00:00.000Z,6036 NEWTON AVE S,44.893063,-93.306164,13,Southwest,Armatage,5,2,Westminster,RES,11816.6,1042.0,,,,,,,,
TAG,-93.227331,44.937787,4314,2019-02-13T00:00:00.000Z,3020 36TH ST E,44.937787,-93.227331,12,Longfellow,Howe,6,2,Westminster,RES,8159.9,767.8,,,,,,,,
TAG,-93.246996,44.953741,4315,2019-02-13T00:00:00.000Z,1834 27TH ST E,44.953741,-93.246996,9,Phillips,East Phillips,3,2,Westminster,RES,6253.7,634.7,,,,,,,,
TAG,-93.28402,44.913409,4316,2019-02-13T00:00:00.000Z,4930 PLEASANT AVE,44.913409,-93.28402,11,Southwest,Tangletown,5,2,Westminster,RES,8840.3,812.9,,,,,,,,
TAG,-93.293012,44.95222,4317,2019-02-13T00:00:00.000Z,2816 COLFAX AVE S,44.95222,-93.293012,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,RES,4005.5,403.2,,,,,,,,
TAG,-93.289398,44.962609,4318,2019-02-13T00:00:00.000Z,2004 ALDRICH AVE S,44.962609,-93.289398,10,Calhoun Isle,Lowry Hill East,3,2,Westminster,MSA,2877.8,306.6,,,,,,,,
TAG,-93.284036,44.913291,4319,2019-02-13T00:00:00.000Z,4932 PLEASANT AVE,44.913291,-93.284036,11,Southwest,Tangletown,5,2,Westminster,RES,8841.7,813.2,,,,,,,,
TAG,-93.30315,45.017275,4320,2019-02-13T00:00:00.000Z,3410 LOGAN AVE N,45.017275,-93.30315,4,Camden,Folwell,1,2,Westminster,RES,5709.1,542.4,,,,,,,,
TAG,-93.238458,45.009467,4321,2019-02-13T00:00:00.000Z,1946 LINCOLN ST NE,45.009467,-93.238458,1,Northeast,Windom Park,2,2,Westminster,RES,7306.6,724.6,,,,,,,,
TAG,-93.227443,44.937798,4322,2019-02-13T00:00:00.000Z,3018 36TH ST E,44.937798,-93.227443,12,Longfellow,Howe,6,2,Westminster,RES,8158.8,767.6,,,,,,,,
TAG,-93.284252,44.950826,4323,2019-02-13T00:00:00.000Z,2848 GRAND AVE S,44.950826,-93.284252,10,Powderhorn,Whittier,3,2,Westminster,RES,5133.7,511.4,,,,,,,,
